Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
Mike Oquist , Athletics , 1998 , 29 , 170.0 , 6.09 , 0.26 , 7 - 11 , 7.62 - 13.75 , 2.12
Ariel Prieto , Athletics , 1998 , 2 , 8.34 , 11.87 , 0.0 , 0 - 1 , 0.0 - 1.42 , 0.42
Dave Telgheder , Athletics , 1998 , 2 , 9.33 , 5.79 , 0.1 , 0 - 1 , 0.19 - 0.89 , -0.3
Blake Stein , Athletics , 1998 , 20 , 108.98 , 6.36 , 0.27 , 5 - 8 , 5.44 - 9.6 , 1.16
Jay Witasick , Athletics , 1998 , 3 , 15.67 , 6.89 , 0.08 , 0 - 3 , 0.24 - 1.73 , -1.51
Gil Heredia , Athletics , 1998 , 6 , 40.0 , 2.92 , 0.44 , 2 - 3 , 2.62 - 1.58 , -2.04
Gil Heredia , Athletics , 1999 , 33 , 200.33 , 4.81 , 0.33 , 13 - 8 , 10.89 - 13.17 , 7.28
Tom Candiotti , Athletics , 1999 , 11 , 56.67 , 6.35 , 0.24 , 3 - 5 , 2.62 - 5.36 , 0.74
Jimmy Haynes , Athletics , 1999 , 25 , 135.01 , 5.8 , 0.28 , 7 - 12 , 6.99 - 11.27 , -0.72
Kenny Rogers , Athletics , 1999 , 19 , 119.34 , 4.3 , 0.34 , 5 - 3 , 6.55 - 6.95 , 2.4
Mike Oquist , Athletics , 1999 , 24 , 125.0 , 5.62 , 0.25 , 9 - 10 , 5.96 - 10.33 , 3.37
Tim Hudson , Athletics , 1999 , 21 , 136.34 , 3.23 , 0.43 , 11 - 2 , 9.01 - 6.17 , 6.16
Blake Stein , Athletics , 1999 , 1 , 2.67 , 16.85 , 0.0 , 0 - 0 , 0.0 - 0.74 , 0.74
Omar Olivares , Athletics , 1999 , 12 , 74.66 , 4.34 , 0.33 , 7 - 2 , 3.9 - 4.47 , 5.57
Kevin Appier , Athletics , 1999 , 12 , 68.68 , 5.77 , 0.28 , 7 - 5 , 3.4 - 5.54 , 4.13
Brett Laxton , Athletics , 1999 , 2 , 8.0 , 7.88 , 0.0 , 0 - 1 , 0.0 - 1.12 , 0.12
Kevin Jarvis , Athletics , 1999 , 1 , 4.33 , 10.39 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Ron Mahay , Athletics , 1999 , 1 , 5.0 , 1.8 , 0.47 , 1 - 0 , 0.47 - 0.13 , 0.65
Kevin Appier , Athletics , 2000 , 31 , 195.33 , 4.52 , 0.34 , 15 - 11 , 10.51 - 11.98 , 5.47
Tim Hudson , Athletics , 2000 , 32 , 202.33 , 4.14 , 0.4 , 20 - 6 , 12.74 - 11.43 , 12.69
Omar Olivares , Athletics , 2000 , 16 , 90.0 , 6.4 , 0.2 , 4 - 8 , 3.17 - 7.93 , 0.76
Gil Heredia , Athletics , 2000 , 32 , 198.67 , 4.12 , 0.36 , 15 - 11 , 11.53 - 11.33 , 3.81
Ron Mahay , Athletics , 2000 , 2 , 7.33 , 13.51 , 0.0 , 0 - 1 , 0.0 - 1.47 , 0.47
Mark Mulder , Athletics , 2000 , 27 , 154.0 , 5.44 , 0.32 , 9 - 10 , 8.53 - 11.0 , 1.47
Ariel Prieto , Athletics , 2000 , 6 , 28.67 , 5.34 , 0.19 , 1 - 2 , 1.12 - 2.46 , 0.34
Marcus Jones , Athletics , 2000 , 1 , 2.33 , 15.45 , 0.0 , 0 - 0 , 0.0 - 0.59 , 0.59
Barry Zito , Athletics , 2000 , 14 , 92.67 , 2.72 , 0.47 , 7 - 4 , 6.57 - 3.31 , -0.26
Tim Hudson , Athletics , 2001 , 35 , 235.0 , 3.37 , 0.44 , 18 - 9 , 15.36 - 10.75 , 4.39
Barry Zito , Athletics , 2001 , 35 , 214.32 , 3.49 , 0.42 , 17 - 8 , 14.57 - 10.51 , 4.94
Gil Heredia , Athletics , 2001 , 18 , 98.66 , 5.84 , 0.26 , 6 - 8 , 4.64 - 7.71 , 1.07
Mark Mulder , Athletics , 2001 , 34 , 229.33 , 3.45 , 0.45 , 21 - 8 , 15.19 - 10.42 , 8.22
Cory Lidle , Athletics , 2001 , 29 , 188.01 , 3.59 , 0.41 , 13 - 6 , 11.9 - 9.32 , 4.42
Erik Hiljus , Athletics , 2001 , 11 , 57.0 , 3.95 , 0.28 , 5 - 0 , 3.08 - 3.07 , 4.99
Mark Mulder , Athletics , 2002 , 30 , 207.33 , 3.47 , 0.42 , 19 - 7 , 12.75 - 9.96 , 9.21
Tim Hudson , Athletics , 2002 , 34 , 238.3 , 2.98 , 0.48 , 15 - 9 , 16.18 - 9.34 , -0.84
Barry Zito , Athletics , 2002 , 35 , 229.33 , 2.75 , 0.46 , 23 - 5 , 16.05 - 8.96 , 10.91
Cory Lidle , Athletics , 2002 , 30 , 191.65 , 3.9 , 0.37 , 8 - 10 , 11.2 - 10.7 , -2.5
Erik Hiljus , Athletics , 2002 , 9 , 45.67 , 6.5 , 0.25 , 3 - 3 , 2.27 - 4.01 , 1.75
Mike Fyhrie , Athletics , 2002 , 4 , 23.0 , 6.65 , 0.21 , 1 - 3 , 0.83 - 2.08 , -0.75
Aaron Harang , Athletics , 2002 , 15 , 76.33 , 4.83 , 0.31 , 5 - 3 , 4.63 - 5.61 , 2.98
Ted Lilly , Athletics , 2002 , 5 , 21.33 , 5.06 , 0.24 , 1 - 1 , 1.19 - 1.81 , 0.61
Tim Hudson , Athletics , 2003 , 34 , 240.01 , 2.7 , 0.49 , 16 - 7 , 16.66 - 9.32 , 1.66
Barry Zito , Athletics , 2003 , 35 , 231.65 , 3.3 , 0.42 , 14 - 12 , 14.81 - 10.75 , -2.06
Mark Mulder , Athletics , 2003 , 26 , 186.67 , 3.13 , 0.48 , 15 - 9 , 12.56 - 7.79 , 1.23
Ted Lilly , Athletics , 2003 , 31 , 177.33 , 4.36 , 0.33 , 12 - 10 , 10.17 - 10.93 , 2.76
John Halama , Athletics , 2003 , 13 , 66.99 , 4.84 , 0.26 , 3 - 5 , 3.34 - 5.0 , -0.33
Aaron Harang , Athletics , 2003 , 6 , 26.34 , 6.15 , 0.19 , 1 - 3 , 1.13 - 2.54 , -0.59
Rich Harden , Athletics , 2003 , 13 , 72.67 , 4.46 , 0.36 , 5 - 4 , 4.65 - 4.42 , 0.77
Justin Duchscherer , Athletics , 2003 , 3 , 14.33 , 3.77 , 0.24 , 1 - 1 , 0.73 - 1.01 , 0.28
Mike Wood , Athletics , 2003 , 1 , 2.0 , 27.0 , 0.0 , 0 - 1 , 0.0 - 0.82 , -0.18
Tim Hudson , Athletics , 2004 , 27 , 188.66 , 3.53 , 0.43 , 12 - 6 , 11.6 - 9.31 , 3.71
Mark Mulder , Athletics , 2004 , 33 , 225.67 , 4.43 , 0.36 , 17 - 8 , 11.72 - 13.72 , 11.0
Barry Zito , Athletics , 2004 , 34 , 213.01 , 4.48 , 0.34 , 11 - 11 , 11.54 - 12.99 , 1.45
Mark Redman , Athletics , 2004 , 32 , 191.01 , 4.71 , 0.34 , 11 - 12 , 10.79 - 12.56 , 0.77
Rich Harden , Athletics , 2004 , 31 , 189.65 , 3.99 , 0.35 , 11 - 7 , 10.94 - 10.21 , 3.27
Kirk Saarloos , Athletics , 2004 , 5 , 22.67 , 4.37 , 0.34 , 2 - 1 , 1.68 - 1.69 , 1.01
Barry Zito , Athletics , 2005 , 35 , 228.31 , 3.86 , 0.38 , 14 - 13 , 13.3 - 12.14 , -0.16
Kirk Saarloos , Athletics , 2005 , 27 , 156.68 , 4.25 , 0.34 , 10 - 8 , 9.11 - 9.44 , 2.33
Dan Haren , Athletics , 2005 , 34 , 217.0 , 3.73 , 0.39 , 14 - 12 , 13.2 - 11.21 , 0.01
Joe Blanton , Athletics , 2005 , 33 , 201.34 , 3.53 , 0.39 , 12 - 12 , 12.99 - 10.3 , -2.69
Rich Harden , Athletics , 2005 , 19 , 122.99 , 2.63 , 0.5 , 10 - 5 , 9.57 - 4.55 , -0.01
Seth Etherton , Athletics , 2005 , 3 , 17.66 , 6.63 , 0.18 , 1 - 1 , 0.53 - 1.61 , 1.08
Ryan Glynn , Athletics , 2005 , 3 , 15.0 , 6.6 , 0.11 , 0 - 3 , 0.34 - 1.58 , -1.76
Joe Kennedy , Athletics , 2005 , 8 , 42.66 , 5.06 , 0.29 , 2 - 5 , 2.32 - 3.04 , -2.28
Barry Zito , Athletics , 2006 , 34 , 221.0 , 3.83 , 0.4 , 16 - 10 , 13.69 - 11.69 , 4.0
Rich Harden , Athletics , 2006 , 9 , 46.67 , 4.24 , 0.23 , 4 - 0 , 2.09 - 3.22 , 5.13
Dan Haren , Athletics , 2006 , 34 , 223.01 , 4.12 , 0.39 , 14 - 13 , 13.16 - 12.27 , 0.11
Esteban Loaiza , Athletics , 2006 , 26 , 154.68 , 4.89 , 0.31 , 11 - 9 , 8.12 - 10.58 , 4.46
Joe Blanton , Athletics , 2006 , 31 , 191.33 , 4.85 , 0.32 , 16 - 12 , 9.89 - 12.67 , 6.79
Brad Halsey , Athletics , 2006 , 7 , 38.0 , 5.68 , 0.22 , 1 - 3 , 1.52 - 3.06 , -0.46
Kirk Saarloos , Athletics , 2006 , 16 , 90.32 , 4.88 , 0.31 , 6 - 6 , 4.92 - 6.06 , 1.13
Jason Windsor , Athletics , 2006 , 3 , 12.67 , 7.1 , 0.19 , 0 - 1 , 0.58 - 1.4 , -0.18
Shane Komine , Athletics , 2006 , 2 , 9.0 , 5.0 , 0.26 , 0 - 0 , 0.51 - 0.73 , 0.22
Dan Haren , Athletics , 2007 , 34 , 222.67 , 3.07 , 0.42 , 15 - 9 , 14.25 - 9.32 , 1.07
Joe Blanton , Athletics , 2007 , 34 , 230.0 , 3.95 , 0.39 , 14 - 10 , 13.4 - 12.13 , 2.73
Rich Harden , Athletics , 2007 , 4 , 21.67 , 2.91 , 0.41 , 1 - 2 , 1.64 - 1.04 , -1.6
Chad Gaudin , Athletics , 2007 , 34 , 199.36 , 4.42 , 0.32 , 11 - 13 , 10.94 - 12.73 , -0.21
Joe Kennedy , Athletics , 2007 , 16 , 89.34 , 4.03 , 0.36 , 2 - 7 , 5.79 - 5.17 , -5.62
Dallas Braden , Athletics , 2007 , 14 , 63.99 , 7.31 , 0.15 , 1 - 8 , 2.11 - 6.9 , -2.2
Colby Lewis , Athletics , 2007 , 1 , 3.33 , 27.03 , 0.0 , 0 - 1 , 0.0 - 1.0 , 0.0
Lenny DiNardo , Athletics , 2007 , 20 , 96.67 , 4.93 , 0.32 , 7 - 8 , 6.33 - 7.15 , -0.18
Dan Meyer , Athletics , 2007 , 3 , 11.34 , 11.11 , 0.0 , 0 - 2 , 0.0 - 1.97 , -0.03
Esteban Loaiza , Athletics , 2007 , 2 , 14.67 , 1.84 , 0.59 , 1 - 0 , 1.17 - 0.32 , 0.14
Joe Blanton , Athletics , 2008 , 20 , 127.02 , 4.96 , 0.32 , 5 - 12 , 6.35 - 8.28 , -5.07
Rich Harden , Athletics , 2008 , 13 , 77.01 , 2.34 , 0.47 , 5 - 1 , 6.14 - 2.53 , 0.39
Justin Duchscherer , Athletics , 2008 , 22 , 141.68 , 2.54 , 0.47 , 10 - 8 , 10.31 - 4.84 , -3.47
Dana Eveland , Athletics , 2008 , 29 , 167.99 , 4.34 , 0.35 , 9 - 9 , 10.18 - 9.81 , -0.37
Chad Gaudin , Athletics , 2008 , 6 , 36.0 , 3.75 , 0.38 , 3 - 2 , 2.26 - 1.97 , 0.71
Greg Smith , Athletics , 2008 , 32 , 190.35 , 4.16 , 0.35 , 7 - 16 , 11.13 - 11.16 , -8.97
Lenny DiNardo , Athletics , 2008 , 2 , 7.33 , 8.59 , 0.18 , 1 - 1 , 0.35 - 0.98 , 0.63
Sean Gallagher , Athletics , 2008 , 11 , 56.67 , 5.88 , 0.23 , 2 - 3 , 2.49 - 4.52 , 1.03
Dallas Braden , Athletics , 2008 , 10 , 56.67 , 3.97 , 0.34 , 4 - 4 , 3.39 - 3.28 , -0.11
Gio Gonzalez , Athletics , 2008 , 7 , 28.0 , 9.32 , 0.15 , 1 - 4 , 1.02 - 3.75 , -0.27
Dan Meyer , Athletics , 2008 , 4 , 15.0 , 9.6 , 0.11 , 0 - 4 , 0.42 - 2.2 , -2.22
Josh Outman , Athletics , 2008 , 4 , 21.33 , 4.22 , 0.26 , 1 - 2 , 1.05 - 1.34 , -0.71
Kirk Saarloos , Athletics , 2008 , 1 , 3.33 , 13.51 , 0.0 , 0 - 0 , 0.0 - 0.69 , 0.69
Dallas Braden , Athletics , 2009 , 22 , 136.67 , 3.89 , 0.37 , 8 - 9 , 8.12 - 7.0 , -2.12
Trevor Cahill , Athletics , 2009 , 32 , 178.67 , 4.63 , 0.33 , 10 - 13 , 10.48 - 11.47 , -2.01
Dana Eveland , Athletics , 2009 , 9 , 40.01 , 7.65 , 0.14 , 2 - 3 , 1.24 - 4.63 , 2.39
Brett Anderson , Athletics , 2009 , 30 , 175.34 , 4.05 , 0.34 , 11 - 11 , 10.31 - 9.99 , -0.32
Josh Outman , Athletics , 2009 , 12 , 65.34 , 3.58 , 0.3 , 4 - 1 , 3.65 - 3.67 , 3.02
Dan Giese , Athletics , 2009 , 1 , 5.67 , 4.76 , 0.29 , 0 - 1 , 0.29 - 0.35 , -0.95
Sean Gallagher , Athletics , 2009 , 2 , 7.33 , 12.28 , 0.13 , 0 - 2 , 0.25 - 1.24 , -1.01
Edgar Gonzalez , Athletics , 2009 , 6 , 27.33 , 5.93 , 0.19 , 0 - 3 , 1.16 - 2.43 , -1.73
Vin Mazzaro , Athletics , 2009 , 17 , 91.32 , 5.32 , 0.28 , 4 - 9 , 4.72 - 6.77 , -2.96
Gio Gonzalez , Athletics , 2009 , 17 , 89.01 , 5.56 , 0.29 , 6 - 7 , 4.91 - 6.69 , 0.79
Chad Reineke , Athletics , 2009 , 1 , 5.0 , 7.2 , 0.17 , 0 - 0 , 0.17 - 0.5 , 0.32
Clay Mortensen , Athletics , 2009 , 6 , 27.67 , 7.81 , 0.19 , 2 - 4 , 1.12 - 3.11 , -0.0
Brett Tomko , Athletics , 2009 , 6 , 36.67 , 2.95 , 0.47 , 4 - 1 , 2.82 - 1.45 , 1.63
Brad Kilby , Athletics , 2009 , 1 , 2.0 , 0 , 0.0 , 0 - 0 , 0.0 - 0.06 , 0.06
Ben Sheets , Athletics , 2010 , 20 , 119.33 , 4.53 , 0.34 , 4 - 9 , 6.89 - 7.16 , -4.73
Dallas Braden , Athletics , 2010 , 30 , 192.67 , 3.5 , 0.38 , 11 - 14 , 11.36 - 9.44 , -4.92
Justin Duchscherer , Athletics , 2010 , 5 , 28.0 , 2.89 , 0.44 , 2 - 1 , 2.18 - 1.37 , 0.19
Brett Anderson , Athletics , 2010 , 19 , 112.34 , 2.8 , 0.44 , 7 - 6 , 8.31 - 4.55 , -2.76
Gio Gonzalez , Athletics , 2010 , 33 , 200.67 , 3.23 , 0.41 , 15 - 9 , 13.53 - 9.57 , 2.04
Trevor Cahill , Athletics , 2010 , 30 , 196.68 , 2.97 , 0.48 , 18 - 8 , 14.31 - 8.2 , 3.89
Vin Mazzaro , Athletics , 2010 , 18 , 104.99 , 4.29 , 0.34 , 5 - 8 , 6.17 - 6.17 , -3.0
Tyson Ross , Athletics , 2010 , 2 , 7.67 , 7.04 , 0.0 , 0 - 2 , 0.0 - 1.01 , -0.99
Clay Mortensen , Athletics , 2010 , 1 , 6.0 , 4.5 , 0.29 , 0 - 0 , 0.29 - 0.36 , 0.07
Bobby Cramer , Athletics , 2010 , 4 , 23.67 , 3.04 , 0.43 , 2 - 1 , 1.71 - 0.91 , 0.2
Trevor Cahill , Athletics , 2011 , 34 , 207.68 , 4.16 , 0.36 , 12 - 14 , 12.18 - 11.99 , -2.19
Brett Anderson , Athletics , 2011 , 13 , 83.34 , 4.0 , 0.41 , 3 - 6 , 5.33 - 4.35 , -3.97
Gio Gonzalez , Athletics , 2011 , 32 , 202.0 , 3.12 , 0.43 , 16 - 12 , 13.76 - 8.82 , -0.94
Brandon McCarthy , Athletics , 2011 , 25 , 170.66 , 3.32 , 0.42 , 9 - 9 , 10.47 - 8.09 , -2.38
Dallas Braden , Athletics , 2011 , 3 , 18.0 , 3.0 , 0.43 , 1 - 1 , 1.29 - 0.8 , -0.49
Tyson Ross , Athletics , 2011 , 6 , 30.99 , 2.61 , 0.35 , 2 - 2 , 2.1 - 1.29 , -0.81
Josh Outman , Athletics , 2011 , 9 , 51.34 , 3.86 , 0.33 , 3 - 4 , 3.0 - 2.96 , -1.03
Guillermo Moscoso , Athletics , 2011 , 21 , 125.01 , 3.38 , 0.37 , 8 - 9 , 7.75 - 6.31 , -2.44
Graham Godfrey , Athletics , 2011 , 4 , 21.0 , 4.71 , 0.25 , 1 - 2 , 1.01 - 1.54 , -0.47
Rich Harden , Athletics , 2011 , 15 , 82.66 , 5.12 , 0.27 , 4 - 4 , 4.08 - 6.01 , 1.92
Brandon McCarthy , Athletics , 2012 , 18 , 111.0 , 3.24 , 0.41 , 8 - 6 , 7.34 - 4.98 , -0.37
Bartolo Colon , Athletics , 2012 , 24 , 152.34 , 3.43 , 0.42 , 10 - 9 , 10.06 - 7.53 , -1.53
Tom Milone , Athletics , 2012 , 31 , 190.01 , 3.74 , 0.39 , 13 - 10 , 12.02 - 10.05 , 1.03
Graham Godfrey , Athletics , 2012 , 4 , 19.0 , 6.16 , 0.2 , 0 - 4 , 0.82 - 1.71 , -3.1
Tyson Ross , Athletics , 2012 , 13 , 68.33 , 6.45 , 0.26 , 2 - 9 , 3.32 - 5.95 , -4.37
Jarrod Parker , Athletics , 2012 , 29 , 181.35 , 3.47 , 0.41 , 13 - 8 , 11.88 - 8.72 , 1.83
Travis Blackley , Athletics , 2012 , 15 , 79.34 , 4.54 , 0.3 , 5 - 4 , 4.54 - 5.31 , 1.77
A.J. Griffin , Athletics , 2012 , 15 , 82.34 , 3.06 , 0.37 , 7 - 1 , 5.48 - 3.99 , 4.51
Daniel Straily , Athletics , 2012 , 7 , 39.34 , 3.89 , 0.31 , 2 - 1 , 2.16 - 2.34 , 1.19
Brett Anderson , Athletics , 2012 , 6 , 35.0 , 2.57 , 0.44 , 4 - 2 , 2.67 - 1.46 , 0.79
Brett Anderson , Athletics , 2013 , 5 , 23.67 , 7.22 , 0.24 , 1 - 4 , 1.18 - 2.59 , -1.59
Jarrod Parker , Athletics , 2013 , 32 , 196.97 , 3.98 , 0.35 , 12 - 8 , 11.34 - 10.71 , 3.37
Tom Milone , Athletics , 2013 , 26 , 153.35 , 4.17 , 0.32 , 12 - 9 , 8.36 - 9.21 , 3.85
A.J. Griffin , Athletics , 2013 , 32 , 200.01 , 3.82 , 0.38 , 14 - 10 , 12.13 - 10.42 , 2.29
Daniel Straily , Athletics , 2013 , 27 , 152.34 , 3.96 , 0.33 , 10 - 8 , 9.04 - 8.63 , 1.59
Bartolo Colon , Athletics , 2013 , 30 , 190.33 , 2.65 , 0.47 , 18 - 6 , 14.01 - 7.37 , 5.36
Sonny Gray , Athletics , 2013 , 10 , 60.0 , 2.85 , 0.45 , 5 - 3 , 4.47 - 2.52 , 0.05
Sonny Gray , Athletics , 2014 , 33 , 219.0 , 3.08 , 0.45 , 14 - 10 , 14.69 - 9.29 , -1.4
Scott Kazmir , Athletics , 2014 , 32 , 190.31 , 3.55 , 0.4 , 15 - 9 , 12.89 - 9.71 , 2.81
Joshua Lindblom , Athletics , 2014 , 1 , 4.67 , 3.85 , 0.0 , 0 - 0 , 0.0 - 0.4 , 0.4
Jesse Chavez , Athletics , 2014 , 21 , 125.67 , 3.44 , 0.4 , 8 - 7 , 8.34 - 5.92 , -1.43
Daniel Straily , Athletics , 2014 , 7 , 38.33 , 4.93 , 0.24 , 1 - 2 , 1.7 - 2.73 , 0.03
Tom Milone , Athletics , 2014 , 16 , 96.35 , 3.55 , 0.4 , 6 - 3 , 6.33 - 4.68 , 1.35
Drew Pomeranz , Athletics , 2014 , 10 , 52.33 , 2.58 , 0.44 , 4 - 3 , 4.39 - 2.22 , -1.18
Brad Mills , Athletics , 2014 , 3 , 16.33 , 4.41 , 0.19 , 1 - 1 , 0.58 - 1.09 , 0.52
Jeff Samardzija , Athletics , 2014 , 16 , 111.67 , 3.14 , 0.44 , 5 - 6 , 7.0 - 5.08 , -2.93
Jason Hammel , Athletics , 2014 , 12 , 64.67 , 4.45 , 0.36 , 2 - 6 , 4.33 - 4.01 , -4.32
Jon Lester , Athletics , 2014 , 11 , 76.67 , 2.35 , 0.5 , 6 - 4 , 5.46 - 2.54 , -0.92
Sonny Gray , Athletics , 2015 , 31 , 208.0 , 2.73 , 0.49 , 14 - 7 , 15.13 - 7.98 , -0.15
Jesse Hahn , Athletics , 2015 , 16 , 96.67 , 3.35 , 0.41 , 6 - 6 , 6.56 - 4.42 , -2.15
Scott Kazmir , Athletics , 2015 , 18 , 109.66 , 2.38 , 0.39 , 5 - 5 , 7.07 - 3.95 , -3.12
Kendall Graveman , Athletics , 2015 , 21 , 115.67 , 4.05 , 0.35 , 6 - 9 , 7.4 - 7.11 , -3.28
Drew Pomeranz , Athletics , 2015 , 9 , 44.66 , 4.64 , 0.23 , 2 - 3 , 2.04 - 3.34 , 0.3
Jesse Chavez , Athletics , 2015 , 26 , 150.34 , 4.37 , 0.33 , 7 - 15 , 8.69 - 9.47 , -7.22
Chris Bassitt , Athletics , 2015 , 13 , 75.34 , 3.58 , 0.37 , 1 - 8 , 4.76 - 3.95 , -7.8
Aaron Brooks , Athletics , 2015 , 9 , 48.33 , 6.33 , 0.27 , 3 - 4 , 2.46 - 4.29 , 0.83
Brad Mills , Athletics , 2015 , 1 , 5.0 , 5.4 , 0.25 , 0 - 0 , 0.25 - 0.36 , 0.11
Felix Doubront , Athletics , 2015 , 8 , 41.0 , 6.37 , 0.19 , 2 - 2 , 1.53 - 3.6 , 2.07
Cody Martin , Athletics , 2015 , 2 , 6.0 , 16.5 , 0.0 , 0 - 2 , 0.0 - 1.46 , -0.54
Sean Nolin , Athletics , 2015 , 6 , 29.0 , 5.28 , 0.25 , 1 - 2 , 1.51 - 2.25 , -0.26
Barry Zito , Athletics , 2015 , 2 , 6.0 , 9.0 , 0.0 , 0 - 0 , 0.0 - 0.97 , 0.97
Rich Hill , Athletics , 2016 , 6 , 32.0 , 2.53 , 0.36 , 3 - 3 , 2.15 - 1.46 , -0.7
Chris Bassitt , Athletics , 2016 , 5 , 28.0 , 6.11 , 0.29 , 0 - 2 , 1.45 - 2.3 , -1.15
Sonny Gray , Athletics , 2016 , 6 , 35.33 , 4.84 , 0.3 , 3 - 3 , 1.82 - 2.32 , 0.5
Kendall Graveman , Athletics , 2016 , 5 , 28.66 , 4.4 , 0.31 , 1 - 3 , 1.57 - 1.69 , -1.88
Eric Surkamp , Athletics , 2016 , 4 , 19.34 , 5.58 , 0.11 , 0 - 2 , 0.42 - 1.71 , -0.72
Sean Manaea , Athletics , 2016 , 2 , 10.0 , 7.2 , 0.17 , 0 - 0 , 0.35 - 0.99 , 0.64
Jesse Hahn , Athletics , 2016 , 1 , 6.67 , 0 , 0.74 , 1 - 0 , 0.74 - 0.04 , 0.3
